Count,Segments,Variable Name,Variable Count
171,Prosperous Acheivers,Household Composition: Married Couple Only ,1822369
171,Young Affluent Mobiles,Household Composition: Married Couple Only ,1759577
171,Upscale Matures,Household Composition: Married Couple Only ,1535035
171,Elite Households,Household Composition: Married Couple Only ,569392
171,Young Upscale Families,Household Composition: Married Couple Only ,1436742
171,Elder Midscale Class,Household Composition: Married Couple Only ,1852262
171,Comfortable Retirees,Household Composition: Married Couple Only ,631447
171,Mass Markets,Household Composition: Married Couple Only ,1246823
171,Young Urban Masses,Household Composition: Married Couple Only ,615415
171,Diverse Workers,Household Composition: Married Couple Only ,1068468
171,Modest Families,Household Composition: Married Couple Only ,121582
171,Well-heeled Affluents,Household Composition: No Married Couple- Other Adults ,250627
171,Prosperous Acheivers,Household Composition: No Married Couple- Other Adults ,378322
171,Young Affluent Mobiles,Household Composition: No Married Couple- Other Adults ,1666483
171,Upscale Matures,Household Composition: No Married Couple- Other Adults ,269276
171,Elite Households,Household Composition: No Married Couple- Other Adults ,369735
171,Young Upscale Families,Household Composition: No Married Couple- Other Adults ,865935
171,Elder Midscale Class,Household Composition: No Married Couple- Other Adults ,570660
171,Comfortable Retirees,Household Composition: No Married Couple- Other Adults ,353551
171,Mass Markets,Household Composition: No Married Couple- Other Adults ,1887186
171,Young Urban Masses,Household Composition: No Married Couple- Other Adults ,2145376
171,Diverse Workers,Household Composition: No Married Couple- Other Adults ,2007786
171,Modest Families,Household Composition: No Married Couple- Other Adults ,1052064
171,Well-heeled Affluents,"Household Income: $10,000-$19,999 ",0
171,Prosperous Acheivers,"Household Income: $10,000-$19,999 ",0
171,Young Affluent Mobiles,"Household Income: $10,000-$19,999 ",0
171,Upscale Matures,"Household Income: $10,000-$19,999 ",0
171,Elite Households,"Household Income: $10,000-$19,999 ",0
171,Young Upscale Families,"Household Income: $10,000-$19,999 ",0
171,Elder Midscale Class,"Household Income: $10,000-$19,999 ",6207
171,Comfortable Retirees,"Household Income: $10,000-$19,999 ",1656994
171,Mass Markets,"Household Income: $10,000-$19,999 ",0
171,Young Urban Masses,"Household Income: $10,000-$19,999 ",0
171,Diverse Workers,"Household Income: $10,000-$19,999 ",3398974
171,Modest Families,"Household Income: $10,000-$19,999 ",1137678
171,Well-heeled Affluents,"Household Income: $100,000-$149,999 ",50872
171,Prosperous Acheivers,"Household Income: $100,000-$149,999 ",2342017
171,Young Affluent Mobiles,"Household Income: $100,000-$149,999 ",1414528
171,Upscale Matures,"Household Income: $100,000-$149,999 ",73230
171,Elite Households,"Household Income: $100,000-$149,999 ",1981216
171,Young Upscale Families,"Household Income: $100,000-$149,999 ",1839095
171,Elder Midscale Class,"Household Income: $100,000-$149,999 ",13642
171,Comfortable Retirees,"Household Income: $100,000-$149,999 ",0
171,Mass Markets,"Household Income: $100,000-$149,999 ",2481
171,Young Urban Masses,"Household Income: $100,000-$149,999 ",38476
171,Diverse Workers,"Household Income: $100,000-$149,999 ",0
171,Modest Families,"Household Income: $100,000-$149,999 ",0
171,Well-heeled Affluents,"Household Income: $150,000-$199,999 ",1320122
171,Prosperous Acheivers,"Household Income: $150,000-$199,999 ",341265
171,Young Affluent Mobiles,"Household Income: $150,000-$199,999 ",985481
171,Upscale Matures,"Household Income: $150,000-$199,999 ",0
171,Elite Households,"Household Income: $150,000-$199,999 ",959042
171,Young Upscale Families,"Household Income: $150,000-$199,999 ",40925
171,Elder Midscale Class,"Household Income: $150,000-$199,999 ",2481
171,Comfortable Retirees,"Household Income: $150,000-$199,999 ",0
171,Mass Markets,"Household Income: $150,000-$199,999 ",0
171,Young Urban Masses,"Household Income: $150,000-$199,999 ",0
171,Diverse Workers,"Household Income: $150,000-$199,999 ",0
171,Modest Families,"Household Income: $150,000-$199,999 ",0
171,Well-heeled Affluents,"Household Income: $20,000-$29,999 ",0
171,Prosperous Acheivers,"Household Income: $20,000-$29,999 ",0
171,Young Affluent Mobiles,"Household Income: $20,000-$29,999 ",0
171,Upscale Matures,"Household Income: $20,000-$29,999 ",1241
171,Elite Households,"Household Income: $20,000-$29,999 ",0
171,Young Upscale Families,"Household Income: $20,000-$29,999 ",0
171,Elder Midscale Class,"Household Income: $20,000-$29,999 ",1294322
171,Comfortable Retirees,"Household Income: $20,000-$29,999 ",457656
171,Mass Markets,"Household Income: $20,000-$29,999 ",0
171,Young Urban Masses,"Household Income: $20,000-$29,999 ",709791
171,Diverse Workers,"Household Income: $20,000-$29,999 ",3531669
171,Modest Families,"Household Income: $20,000-$29,999 ",571957
171,Well-heeled Affluents,"Household Income: $200,000-$249,999 ",521100
171,Prosperous Acheivers,"Household Income: $200,000-$249,999 ",138979
171,Young Affluent Mobiles,"Household Income: $200,000-$249,999 ",359941
171,Upscale Matures,"Household Income: $200,000-$249,999 ",0
171,Elite Households,"Household Income: $200,000-$249,999 ",369714
171,Young Upscale Families,"Household Income: $200,000-$249,999 ",8682
171,Elder Midscale Class,"Household Income: $200,000-$249,999 ",2481
171,Comfortable Retirees,"Household Income: $200,000-$249,999 ",0
171,Mass Markets,"Household Income: $200,000-$249,999 ",0
171,Young Urban Masses,"Household Income: $200,000-$249,999 ",0
171,Diverse Workers,"Household Income: $200,000-$249,999 ",0
171,Modest Families,"Household Income: $200,000-$249,999 ",0
171,Well-heeled Affluents,"Household Income: $250,000 or More ",677423
171,Prosperous Acheivers,"Household Income: $250,000 or More ",196089
171,Young Affluent Mobiles,"Household Income: $250,000 or More ",333877
171,Upscale Matures,"Household Income: $250,000 or More ",0
171,Elite Households,"Household Income: $250,000 or More ",342401
171,Young Upscale Families,"Household Income: $250,000 or More ",9922
171,Elder Midscale Class,"Household Income: $250,000 or More ",0
171,Comfortable Retirees,"Household Income: $250,000 or More ",0
171,Mass Markets,"Household Income: $250,000 or More ",0
171,Young Urban Masses,"Household Income: $250,000 or More ",0
171,Diverse Workers,"Household Income: $250,000 or More ",0
171,Modest Families,"Household Income: $250,000 or More ",0
171,Well-heeled Affluents,"Household Income: $30,000-$39,999 ",0
171,Prosperous Acheivers,"Household Income: $30,000-$39,999 ",0
171,Young Affluent Mobiles,"Household Income: $30,000-$39,999 ",0
171,Upscale Matures,"Household Income: $30,000-$39,999 ",89326
171,Elite Households,"Household Income: $30,000-$39,999 ",0
171,Young Upscale Families,"Household Income: $30,000-$39,999 ",0
171,Elder Midscale Class,"Household Income: $30,000-$39,999 ",1163995
171,Comfortable Retirees,"Household Income: $30,000-$39,999 ",418183
171,Mass Markets,"Household Income: $30,000-$39,999 ",1298049
171,Young Urban Masses,"Household Income: $30,000-$39,999 ",1865062
171,Diverse Workers,"Household Income: $30,000-$39,999 ",936839
171,Modest Families,"Household Income: $30,000-$39,999 ",0
171,Well-heeled Affluents,"Household Income: $40,000-$49,999 ",0
171,Prosperous Acheivers,"Household Income: $40,000-$49,999 ",0
171,Young Affluent Mobiles,"Household Income: $40,000-$49,999 ",0
171,Upscale Matures,"Household Income: $40,000-$49,999 ",366021
171,Elite Households,"Household Income: $40,000-$49,999 ",0
171,Young Upscale Families,"Household Income: $40,000-$49,999 ",0
171,Elder Midscale Class,"Household Income: $40,000-$49,999 ",1029701
171,Comfortable Retirees,"Household Income: $40,000-$49,999 ",285408
171,Mass Markets,"Household Income: $40,000-$49,999 ",2465467
171,Young Urban Masses,"Household Income: $40,000-$49,999 ",853744
171,Diverse Workers,"Household Income: $40,000-$49,999 ",0
171,Modest Families,"Household Income: $40,000-$49,999 ",0
171,Well-heeled Affluents,"Household Income: $50,000-$74,999 ",0
171,Prosperous Acheivers,"Household Income: $50,000-$74,999 ",93000
171,Young Affluent Mobiles,"Household Income: $50,000-$74,999 ",743044
171,Upscale Matures,"Household Income: $50,000-$74,999 ",1434562
171,Elite Households,"Household Income: $50,000-$74,999 ",0
171,Young Upscale Families,"Household Income: $50,000-$74,999 ",662593
171,Elder Midscale Class,"Household Income: $50,000-$74,999 ",1465941
171,Comfortable Retirees,"Household Income: $50,000-$74,999 ",64532
171,Mass Markets,"Household Income: $50,000-$74,999 ",4393154
171,Young Urban Masses,"Household Income: $50,000-$74,999 ",2528545
171,Diverse Workers,"Household Income: $50,000-$74,999 ",0
171,Modest Families,"Household Income: $50,000-$74,999 ",0
171,Well-heeled Affluents,"Household Income: $75,000-$99,999 ",0
171,Prosperous Acheivers,"Household Income: $75,000-$99,999 ",438975
171,Young Affluent Mobiles,"Household Income: $75,000-$99,999 ",1570719
171,Upscale Matures,"Household Income: $75,000-$99,999 ",912011
171,Elite Households,"Household Income: $75,000-$99,999 ",0
171,Young Upscale Families,"Household Income: $75,000-$99,999 ",3704751
171,Elder Midscale Class,"Household Income: $75,000-$99,999 ",16123
171,Comfortable Retirees,"Household Income: $75,000-$99,999 ",0
171,Mass Markets,"Household Income: $75,000-$99,999 ",400682
171,Young Urban Masses,"Household Income: $75,000-$99,999 ",410819
171,Diverse Workers,"Household Income: $75,000-$99,999 ",0
171,Modest Families,"Household Income: $75,000-$99,999 ",0
171,Well-heeled Affluents,"Household Income: Under $10,000 ",0
171,Prosperous Acheivers,"Household Income: Under $10,000 ",0
171,Young Affluent Mobiles,"Household Income: Under $10,000 ",0
171,Upscale Matures,"Household Income: Under $10,000 ",0
171,Elite Households,"Household Income: Under $10,000 ",0
171,Young Upscale Families,"Household Income: Under $10,000 ",0
171,Elder Midscale Class,"Household Income: Under $10,000 ",1242
171,Comfortable Retirees,"Household Income: Under $10,000 ",478650
171,Mass Markets,"Household Income: Under $10,000 ",0
171,Young Urban Masses,"Household Income: Under $10,000 ",0
171,Diverse Workers,"Household Income: Under $10,000 ",1260866
171,Modest Families,"Household Income: Under $10,000 ",2071821
171,Well-heeled Affluents,Household Size: 1 Person ,217123
171,Prosperous Acheivers,Household Size: 1 Person ,575557
171,Young Affluent Mobiles,Household Size: 1 Person ,1232068
171,Upscale Matures,Household Size: 1 Person ,863615
171,Elite Households,Household Size: 1 Person ,191068
171,Young Upscale Families,Household Size: 1 Person ,672460
171,Elder Midscale Class,Household Size: 1 Person ,2212225
171,Comfortable Retirees,Household Size: 1 Person ,2227562
171,Mass Markets,Household Size: 1 Person ,1611691
171,Young Urban Masses,Household Size: 1 Person ,1837742
171,Diverse Workers,Household Size: 1 Person ,3930258
171,Modest Families,Household Size: 1 Person ,1480066
171,Well-heeled Affluents,Household Size: 2 People ,1085620
171,Prosperous Acheivers,Household Size: 2 People ,2069217
171,Young Affluent Mobiles,Household Size: 2 People ,2935917
171,Upscale Matures,Household Size: 2 People ,1742269
171,Elite Households,Household Size: 2 People ,750539
171,Young Upscale Families,Household Size: 2 People ,1899513
171,Elder Midscale Class,Household Size: 2 People ,2260423
171,Comfortable Retirees,Household Size: 2 People ,851018
171,Mass Markets,Household Size: 2 People ,2239430
171,Young Urban Masses,Household Size: 2 People ,1877337
171,Diverse Workers,Household Size: 2 People ,2485606
171,Modest Families,Household Size: 2 People ,820064
171,Well-heeled Affluents,Household Size: 3 or 4 People ,1031035
171,Prosperous Acheivers,Household Size: 3 or 4 People ,771586
171,Young Affluent Mobiles,Household Size: 3 or 4 People ,1111804
171,Upscale Matures,Household Size: 3 or 4 People ,251894
171,Elite Households,Household Size: 3 or 4 People ,1961427
171,Young Upscale Families,Household Size: 3 or 4 People ,2727725
171,Elder Midscale Class,Household Size: 3 or 4 People ,431704
171,Comfortable Retirees,Household Size: 3 or 4 People ,222059
171,Mass Markets,Household Size: 3 or 4 People ,3202375
171,Young Urban Masses,Household Size: 3 or 4 People ,1894728
171,Diverse Workers,Household Size: 3 or 4 People ,1869983
171,Modest Families,Household Size: 3 or 4 People ,1076879
171,Well-heeled Affluents,Household Size: 5+ People ,235738
171,Prosperous Acheivers,Household Size: 5+ People ,136446
171,Young Affluent Mobiles,Household Size: 5+ People ,124079
171,Upscale Matures,Household Size: 5+ People ,18611
171,Elite Households,Household Size: 5+ People ,749338
171,Young Upscale Families,Household Size: 5+ People ,967512
171,Elder Midscale Class,Household Size: 5+ People ,88058
171,Comfortable Retirees,Household Size: 5+ People ,58301
171,Mass Markets,Household Size: 5+ People ,1506339
171,Young Urban Masses,Household Size: 5+ People ,796631
171,Diverse Workers,Household Size: 5+ People ,843744
171,Modest Families,Household Size: 5+ People ,404448
171,Well-heeled Affluents,Householder Age: 18-24 ,1241
171,Prosperous Acheivers,Householder Age: 18-24 ,0
171,Young Affluent Mobiles,Householder Age: 18-24 ,179931
171,Upscale Matures,Householder Age: 18-24 ,0
171,Elite Households,Householder Age: 18-24 ,0
171,Young Upscale Families,Householder Age: 18-24 ,8679
171,Elder Midscale Class,Householder Age: 18-24 ,0
171,Comfortable Retirees,Householder Age: 18-24 ,0
171,Mass Markets,Householder Age: 18-24 ,209630
171,Young Urban Masses,Householder Age: 18-24 ,728404
171,Diverse Workers,Householder Age: 18-24 ,418136
171,Modest Families,Householder Age: 18-24 ,832477
171,Well-heeled Affluents,Householder Age: 18-34 ,14888
171,Prosperous Acheivers,Householder Age: 18-34 ,2482
171,Young Affluent Mobiles,Householder Age: 18-34 ,4568920
171,Upscale Matures,Householder Age: 18-34 ,0
171,Elite Households,Householder Age: 18-34 ,689963
171,Young Upscale Families,Householder Age: 18-34 ,709216
171,Elder Midscale Class,Householder Age: 18-34 ,2483
171,Comfortable Retirees,Householder Age: 18-34 ,0
171,Mass Markets,Householder Age: 18-34 ,3651844
171,Young Urban Masses,Householder Age: 18-34 ,6187360
171,Diverse Workers,Householder Age: 18-34 ,2900833
171,Modest Families,Householder Age: 18-34 ,3781500
171,Well-heeled Affluents,Householder Age: 18-49 ,194784
171,Prosperous Acheivers,Householder Age: 18-49 ,48399
171,Young Affluent Mobiles,Householder Age: 18-49 ,4377897
171,Upscale Matures,Householder Age: 18-49 ,0
171,Elite Households,Householder Age: 18-49 ,2543554
171,Young Upscale Families,Householder Age: 18-49 ,3164106
171,Elder Midscale Class,Householder Age: 18-49 ,21103
171,Comfortable Retirees,Householder Age: 18-49 ,0
171,Mass Markets,Householder Age: 18-49 ,5500331
171,Young Urban Masses,Householder Age: 18-49 ,4512006
171,Diverse Workers,Householder Age: 18-49 ,3451906
171,Modest Families,Householder Age: 18-49 ,3150002
171,Well-heeled Affluents,Householder Age: 25-34 ,7444
171,Prosperous Acheivers,Householder Age: 25-34 ,1241
171,Young Affluent Mobiles,Householder Age: 25-34 ,2104529
171,Upscale Matures,Householder Age: 25-34 ,0
171,Elite Households,Householder Age: 25-34 ,344982
171,Young Upscale Families,Householder Age: 25-34 ,345930
171,Elder Midscale Class,Householder Age: 25-34 ,1242
171,Comfortable Retirees,Householder Age: 25-34 ,0
171,Mass Markets,Householder Age: 25-34 ,1616293
171,Young Urban Masses,Householder Age: 25-34 ,2365276
171,Diverse Workers,Householder Age: 25-34 ,1031040
171,Modest Families,Householder Age: 25-34 ,1058273
171,Well-heeled Affluents,Householder Age: 25-54 ,1021108
171,Prosperous Acheivers,Householder Age: 25-54 ,561878
171,Young Affluent Mobiles,Householder Age: 25-54 ,4652096
171,Upscale Matures,Householder Age: 25-54 ,0
171,Elite Households,Householder Age: 25-54 ,3120303
171,Young Upscale Families,Householder Age: 25-54 ,4185252
171,Elder Midscale Class,Householder Age: 25-54 ,70758
171,Comfortable Retirees,Householder Age: 25-54 ,0
171,Mass Markets,Householder Age: 25-54 ,6480725
171,Young Urban Masses,Householder Age: 25-54 ,4549028
171,Diverse Workers,Householder Age: 25-54 ,4359192
171,Modest Families,Householder Age: 25-54 ,2524701
171,Well-heeled Affluents,Householder Age: 35-44 ,62033
171,Prosperous Acheivers,Householder Age: 35-44 ,16133
171,Young Affluent Mobiles,Householder Age: 35-44 ,1383618
171,Upscale Matures,Householder Age: 35-44 ,0
171,Elite Households,Householder Age: 35-44 ,1423224
171,Young Upscale Families,Householder Age: 35-44 ,1544117
171,Elder Midscale Class,Householder Age: 35-44 ,7448
171,Comfortable Retirees,Householder Age: 35-44 ,0
171,Mass Markets,Householder Age: 35-44 ,2510406
171,Young Urban Masses,Householder Age: 35-44 ,848792
171,Diverse Workers,Householder Age: 35-44 ,1101766
171,Modest Families,Householder Age: 35-44 ,849846
171,Well-heeled Affluents,Householder Age: 35-54 ,1013664
171,Prosperous Acheivers,Householder Age: 35-54 ,560637
171,Young Affluent Mobiles,Householder Age: 35-54 ,2546327
171,Upscale Matures,Householder Age: 35-54 ,0
171,Elite Households,Householder Age: 35-54 ,2775321
171,Young Upscale Families,Householder Age: 35-54 ,3839322
171,Elder Midscale Class,Householder Age: 35-54 ,69517
171,Comfortable Retirees,Householder Age: 35-54 ,0
171,Mass Markets,Householder Age: 35-54 ,4864432
171,Young Urban Masses,Householder Age: 35-54 ,2182511
171,Diverse Workers,Householder Age: 35-54 ,3326911
171,Modest Families,Householder Age: 35-54 ,1466429
171,Well-heeled Affluents,Householder Age: 45-54 ,951631
171,Prosperous Acheivers,Householder Age: 45-54 ,545745
171,Young Affluent Mobiles,Householder Age: 45-54 ,1163949
171,Upscale Matures,Householder Age: 45-54 ,0
171,Elite Households,Householder Age: 45-54 ,1352098
171,Young Upscale Families,Householder Age: 45-54 ,2293966
171,Elder Midscale Class,Householder Age: 45-54 ,62069
171,Comfortable Retirees,Householder Age: 45-54 ,0
171,Mass Markets,Householder Age: 45-54 ,2355268
171,Young Urban Masses,Householder Age: 45-54 ,1333719
171,Diverse Workers,Householder Age: 45-54 ,2223905
171,Modest Families,Householder Age: 45-54 ,616583
171,Well-heeled Affluents,Householder Age: 50+ ,2374732
171,Prosperous Acheivers,Householder Age: 50+ ,3501925
171,Young Affluent Mobiles,Householder Age: 50+ ,1027212
171,Upscale Matures,Householder Age: 50+ ,2876389
171,Elite Households,Householder Age: 50+ ,1107578
171,Young Upscale Families,Householder Age: 50+ ,3103103
171,Elder Midscale Class,Householder Age: 50+ ,4973789
171,Comfortable Retirees,Householder Age: 50+ ,3360181
171,Mass Markets,Householder Age: 50+ ,3058261
171,Young Urban Masses,Householder Age: 50+ ,1894429
171,Diverse Workers,Householder Age: 50+ ,5676442
171,Modest Families,Householder Age: 50+ ,631454
171,Well-heeled Affluents,Householder Age: 55+ ,1548407
171,Prosperous Acheivers,Householder Age: 55+ ,2988447
171,Young Affluent Mobiles,Householder Age: 55+ ,573082
171,Upscale Matures,Householder Age: 55+ ,2876389
171,Elite Households,Householder Age: 55+ ,530829
171,Young Upscale Families,Householder Age: 55+ ,2073279
171,Elder Midscale Class,Householder Age: 55+ ,4924134
171,Comfortable Retirees,Householder Age: 55+ ,3360181
171,Mass Markets,Householder Age: 55+ ,1868237
171,Young Urban Masses,Householder Age: 55+ ,1130245
171,Diverse Workers,Householder Age: 55+ ,4352261
171,Modest Families,Householder Age: 55+ ,425518
171,Well-heeled Affluents,Householder Age: 55-64 ,1548407
171,Prosperous Acheivers,Householder Age: 55-64 ,1316245
171,Young Affluent Mobiles,Householder Age: 55-64 ,334906
171,Upscale Matures,Householder Age: 55-64 ,290285
171,Elite Households,Householder Age: 55-64 ,425364
171,Young Upscale Families,Householder Age: 55-64 ,1469162
171,Elder Midscale Class,Householder Age: 55-64 ,880813
171,Comfortable Retirees,Householder Age: 55-64 ,0
171,Mass Markets,Householder Age: 55-64 ,1639920
171,Young Urban Masses,Householder Age: 55-64 ,1004907
171,Diverse Workers,Householder Age: 55-64 ,2784863
171,Modest Families,Householder Age: 55-64 ,281611
171,Well-heeled Affluents,Householder Age: 65-74 ,0
171,Prosperous Acheivers,Householder Age: 65-74 ,897248
171,Young Affluent Mobiles,Householder Age: 65-74 ,236937
171,Upscale Matures,Householder Age: 65-74 ,1227443
171,Elite Households,Householder Age: 65-74 ,105466
171,Young Upscale Families,Householder Age: 65-74 ,602877
171,Elder Midscale Class,Householder Age: 65-74 ,2224236
171,Comfortable Retirees,Householder Age: 65-74 ,683504
171,Mass Markets,Householder Age: 65-74 ,228318
171,Young Urban Masses,Householder Age: 65-74 ,126579
171,Diverse Workers,Householder Age: 65-74 ,1567397
171,Modest Families,Householder Age: 65-74 ,142667
171,Well-heeled Affluents,Householder Age: 75+ ,0
171,Prosperous Acheivers,Householder Age: 75+ ,774954
171,Young Affluent Mobiles,Householder Age: 75+ ,0
171,Upscale Matures,Householder Age: 75+ ,1358662
171,Elite Households,Householder Age: 75+ ,0
171,Young Upscale Families,Householder Age: 75+ ,0
171,Elder Midscale Class,Householder Age: 75+ ,1819085
171,Comfortable Retirees,Householder Age: 75+ ,2676677
171,Mass Markets,Householder Age: 75+ ,0
171,Young Urban Masses,Householder Age: 75+ ,0
171,Diverse Workers,Householder Age: 75+ ,0
171,Modest Families,Householder Age: 75+ ,0
171,Well-heeled Affluents,Householder Marital Status: Married ,2140228
171,Prosperous Acheivers,Householder Marital Status: Married ,2654759
171,Young Affluent Mobiles,Householder Marital Status: Married ,2630641
171,Upscale Matures,Householder Marital Status: Married ,1798103
171,Elite Households,Householder Marital Status: Married ,3071725
171,Young Upscale Families,Householder Marital Status: Married ,4670523
171,Elder Midscale Class,Householder Marital Status: Married ,2290170
171,Comfortable Retirees,Householder Marital Status: Married ,815051
171,Mass Markets,Householder Marital Status: Married ,4739557
171,Young Urban Masses,Householder Marital Status: Married ,2158991
171,Diverse Workers,Householder Marital Status: Married ,2542590
171,Modest Families,Householder Marital Status: Married ,590549
171,Well-heeled Affluents,Householder Marital Status: Other ,281645
171,Prosperous Acheivers,Householder Marital Status: Other ,702037
171,Young Affluent Mobiles,Householder Marital Status: Other ,750600
171,Upscale Matures,Householder Marital Status: Other ,986463
171,Elite Households,Householder Marital Status: Other ,354810
171,Young Upscale Families,Householder Marital Status: Other ,1049602
171,Elder Midscale Class,Householder Marital Status: Other ,2359812
171,Comfortable Retirees,Householder Marital Status: Other ,2371499
171,Mass Markets,Householder Marital Status: Other ,2176352
171,Young Urban Masses,Householder Marital Status: Other ,1647748
171,Diverse Workers,Householder Marital Status: Other ,4038185
171,Modest Families,Householder Marital Status: Other ,1047083
171,Well-heeled Affluents,Householder Marital Status: Single ,147643
171,Prosperous Acheivers,Householder Marital Status: Single ,194767
171,Young Affluent Mobiles,Householder Marital Status: Single ,2025108
171,Upscale Matures,Householder Marital Status: Single ,91824
171,Elite Households,Householder Marital Status: Single ,224595
171,Young Upscale Families,Householder Marital Status: Single ,547085
171,Elder Midscale Class,Householder Marital Status: Single ,343669
171,Comfortable Retirees,Householder Marital Status: Single ,172391
171,Mass Markets,Householder Marital Status: Single ,1641442
171,Young Urban Masses,Householder Marital Status: Single ,2598457
171,Diverse Workers,Householder Marital Status: Single ,2546331
171,Modest Families,Householder Marital Status: Single ,2143825
171,Well-heeled Affluents,I am Among First of my Friends to try new Technology Products- Agree ,343055
171,Prosperous Acheivers,I am Among First of my Friends to try new Technology Products- Agree ,411378
171,Young Affluent Mobiles,I am Among First of my Friends to try new Technology Products- Agree ,888932
171,Upscale Matures,I am Among First of my Friends to try new Technology Products- Agree ,285041
171,Elite Households,I am Among First of my Friends to try new Technology Products- Agree ,551943
171,Young Upscale Families,I am Among First of my Friends to try new Technology Products- Agree ,848484
171,Elder Midscale Class,I am Among First of my Friends to try new Technology Products- Agree ,403429
171,Comfortable Retirees,I am Among First of my Friends to try new Technology Products- Agree ,287818
171,Mass Markets,I am Among First of my Friends to try new Technology Products- Agree ,1296515
171,Young Urban Masses,I am Among First of my Friends to try new Technology Products- Agree ,1025455
171,Diverse Workers,I am Among First of my Friends to try new Technology Products- Agree ,1201534
171,Modest Families,I am Among First of my Friends to try new Technology Products- Agree ,610257
171,Well-heeled Affluents,I am Willing to Pay More for Top Quality Electronics- Agree ,756944
171,Prosperous Acheivers,I am Willing to Pay More for Top Quality Electronics- Agree ,953399
171,Young Affluent Mobiles,I am Willing to Pay More for Top Quality Electronics- Agree ,1685141
171,Upscale Matures,I am Willing to Pay More for Top Quality Electronics- Agree ,647027
171,Elite Households,I am Willing to Pay More for Top Quality Electronics- Agree ,1153657
171,Young Upscale Families,I am Willing to Pay More for Top Quality Electronics- Agree ,1768303
171,Elder Midscale Class,I am Willing to Pay More for Top Quality Electronics- Agree ,1001329
171,Comfortable Retirees,I am Willing to Pay More for Top Quality Electronics- Agree ,537362
171,Mass Markets,I am Willing to Pay More for Top Quality Electronics- Agree ,2239097
171,Young Urban Masses,I am Willing to Pay More for Top Quality Electronics- Agree ,1705368
171,Diverse Workers,I am Willing to Pay More for Top Quality Electronics- Agree ,1920240
171,Modest Families,I am Willing to Pay More for Top Quality Electronics- Agree ,867047
171,Well-heeled Affluents,Internet Ads Appear at Inconvenient Moments- Agree ,656432
171,Prosperous Acheivers,Internet Ads Appear at Inconvenient Moments- Agree ,916526
171,Young Affluent Mobiles,Internet Ads Appear at Inconvenient Moments- Agree ,1334058
171,Upscale Matures,Internet Ads Appear at Inconvenient Moments- Agree ,624693
171,Elite Households,Internet Ads Appear at Inconvenient Moments- Agree ,958872
171,Young Upscale Families,Internet Ads Appear at Inconvenient Moments- Agree ,1576286
171,Elder Midscale Class,Internet Ads Appear at Inconvenient Moments- Agree ,1103500
171,Comfortable Retirees,Internet Ads Appear at Inconvenient Moments- Agree ,587661
171,Mass Markets,Internet Ads Appear at Inconvenient Moments- Agree ,2006808
171,Young Urban Masses,Internet Ads Appear at Inconvenient Moments- Agree ,1470957
171,Diverse Workers,Internet Ads Appear at Inconvenient Moments- Agree ,1901249
171,Modest Families,Internet Ads Appear at Inconvenient Moments- Agree ,828290
171,Well-heeled Affluents,Internet Ads Are Alike- Agree ,448469
171,Prosperous Acheivers,Internet Ads Are Alike- Agree ,595917
171,Young Affluent Mobiles,Internet Ads Are Alike- Agree ,1038380
171,Upscale Matures,Internet Ads Are Alike- Agree ,404636
171,Elite Households,Internet Ads Are Alike- Agree ,646091
171,Young Upscale Families,Internet Ads Are Alike- Agree ,1079763
171,Elder Midscale Class,Internet Ads Are Alike- Agree ,741541
171,Comfortable Retirees,Internet Ads Are Alike- Agree ,432160
171,Mass Markets,Internet Ads Are Alike- Agree ,1503572
171,Young Urban Masses,Internet Ads Are Alike- Agree ,1163706
171,Diverse Workers,Internet Ads Are Alike- Agree ,1434596
171,Modest Families,Internet Ads Are Alike- Agree ,658850
171,Well-heeled Affluents,Internet Ads Are Amusing- Agree ,224002
171,Prosperous Acheivers,Internet Ads Are Amusing- Agree ,305232
171,Young Affluent Mobiles,Internet Ads Are Amusing- Agree ,583325
171,Upscale Matures,Internet Ads Are Amusing- Agree ,227030
171,Elite Households,Internet Ads Are Amusing- Agree ,378182
171,Young Upscale Families,Internet Ads Are Amusing- Agree ,666236
171,Elder Midscale Class,Internet Ads Are Amusing- Agree ,471230
171,Comfortable Retirees,Internet Ads Are Amusing- Agree ,341823
171,Mass Markets,Internet Ads Are Amusing- Agree ,1048050
171,Young Urban Masses,Internet Ads Are Amusing- Agree ,822730
171,Diverse Workers,Internet Ads Are Amusing- Agree ,1225589
171,Modest Families,Internet Ads Are Amusing- Agree ,572951
171,Well-heeled Affluents,Internet Ads Are Repeated too Often- Agree ,636023
171,Prosperous Acheivers,Internet Ads Are Repeated too Often- Agree ,920819
171,Young Affluent Mobiles,Internet Ads Are Repeated too Often- Agree ,1395966
171,Upscale Matures,Internet Ads Are Repeated too Often- Agree ,671159
171,Elite Households,Internet Ads Are Repeated too Often- Agree ,964219
171,Young Upscale Families,Internet Ads Are Repeated too Often- Agree ,1570415
171,Elder Midscale Class,Internet Ads Are Repeated too Often- Agree ,1175726
171,Comfortable Retirees,Internet Ads Are Repeated too Often- Agree ,635261
171,Mass Markets,Internet Ads Are Repeated too Often- Agree ,2078224
171,Young Urban Masses,Internet Ads Are Repeated too Often- Agree ,1539108
171,Diverse Workers,Internet Ads Are Repeated too Often- Agree ,1980000
171,Modest Families,Internet Ads Are Repeated too Often- Agree ,839537
171,Well-heeled Affluents,Internet Ads Give Good Info on New Products/Services- Agree ,431247
