Lake Villa,Illinois,Lake Villa|Illinois,IL,Lake,6428,123,12,183,1622,261,6,714,199,176,601,2319,212,11.4505,1.5505,42.404356,-88.063129,0.86%,15812,574,1238,950,18,111,455,8766,8790,,38.2,75,,Metro,164272,34,1.90%,6120,242600,587
Lake Zurich,Illinois,Lake Zurich|Illinois,IL,Lake,6975,17,2,15,1149,177,0,374,175,3147,964,841,114,17.3965,0.688,42.209954,-88.044556,0.03%,18457,298,1161,1889,15,56,480,10297,10538,2,41.6,315,,Metro,164284,154.5,-0.32%,6815,455200,587
Lakewood,Illinois,Lakewood|Illinois,IL,Shelby,94,7,10,54,2,8,0,2,3,0,2,5,1,13.225,0,39.311142,-88.860598,-14.63%,215,1,2,0,0,2,1,109,108,1,44.1,6,,,167848,2.5,-18.88%,83,154000,650
Lawrenceville,Illinois,Lawrenceville|Illinois,IL,Lawrence,1622,211,395,199,0,229,63,26,38,1,15,58,387,70.4715,0.691,38.74798,-87.627799,1.43%,3682,64,49,17,1,30,27,1815,1954,6,44.2,70,,,164374,29,8.17%,1695,69700,417
Le Roy,Illinois,Le Roy|Illinois,IL,Mclean,903,14,71,139,90,74,19,63,89,10,57,242,35,41.769,0.1535,40.355142,-88.756402,0.72%,2136,19,37,9,1,15,18,1069,1101,3,39.3,40,,Metro,164440,16,-2.61%,865,140900,829
Lemont,Illinois,Lemont|Illinois,IL,Cook,4281,28,44,94,1381,245,1,517,115,761,257,795,43,15.214,0.658,41.682137,-87.983436,0.12%,11027,86,615,267,5,47,165,5593,5867,2,43.3,178,,Metro,164410,85.5,0.84%,4018,384000,596
Lenzburg,Illinois,Lenzburg|Illinois,IL,Saint Clair,228,13,8,41,11,95,0,9,11,3,5,28,4,12.6335,0.2625,38.309434,-89.766912,-0.73%,495,2,6,1,1,4,3,254,247,0,44.5,0,,Metro,164422,0,-2.96%,198,107300,529
Libertyville,Illinois,Libertyville|Illinois,IL,Lake,5678,18,3,31,1484,36,0,209,160,1828,1465,363,81,13.764,0.3485,42.280449,-87.955719,-0.64%,13221,233,583,1097,13,70,196,7099,7449,5,43.4,276,,Metro,164464,132.5,-0.93%,5231,469500,587
Lincoln,Illinois,Lincoln|Illinois,IL,Logan,3721,170,664,742,55,714,92,211,293,96,43,103,538,72.1255,0.364,40.134986,-89.366526,-0.94%,8801,1208,380,103,5,59,184,5224,4979,31,37.8,482,,Micro,164476,206,0.33%,3503,96800,590
Lincolnshire,Illinois,Lincolnshire|Illinois,IL,Lake,1823,0,0,1,148,0,0,163,10,1292,165,39,5,3.388,0.0805,42.188588,-87.9255,2.65%,3840,54,145,317,0,6,28,1982,2211,1,52,47,,Metro,164480,20,4.41%,1711,526600,587
Lincolnwood,Illinois,Lincolnwood|Illinois,IL,Cook,2303,3,8,80,79,47,0,449,586,220,233,590,8,1.33,0,42.006184,-87.73623,0.34%,4353,83,430,1820,11,22,205,3016,3280,3,45.6,443,,Metro,161542,217.5,-2.24%,2171,444100,596
Lockport,Illinois,Lockport|Illinois,IL,Will,6317,147,633,352,532,1496,26,460,276,291,1116,612,376,14.05,0.274,41.61308,-88.060417,0.55%,15772,1981,1738,289,7,96,555,9975,8460,2,35,310,0.5,Metro,164548,150,1.26%,6017,219900,536
Lombard,Illinois,Lombard|Illinois,IL,Dupage,10992,44,26,464,460,1286,16,1171,1032,272,2130,2972,1119,6.7755,0.1335,41.877628,-88.019802,0.93%,21199,1337,2290,2675,24,120,930,12483,13252,8,39.1,908,0.5,Metro,164572,438.5,0.33%,10225,264300,746
Loves Park,Illinois,Loves Park|Illinois,IL,Winnebago,5038,410,762,708,397,329,111,258,310,61,515,648,529,7.1095,0.2185,42.329882,-88.99544,1.84%,10688,563,803,372,10,83,317,5700,6047,25,38,732,,Metro,166774,329.5,1.59%,4842,122700,730
Lovington,Illinois,Lovington|Illinois,IL,Moultrie,401,7,97,44,6,142,2,15,9,15,5,41,18,47.08,0.008,39.721852,-88.672598,-1.51%,994,8,3,6,0,12,2,493,518,1,39.1,11,,,164626,4.5,-1.50%,405,79300,695
Lyons,Illinois,Lyons|Illinois,IL,Cook,2137,41,18,260,62,396,28,52,47,26,304,667,236,0.849,0.0145,41.813272,-87.821126,0.18%,4105,254,2054,103,6,52,943,2670,2655,2,36.1,145,,Metro,164662,67,-5.16%,2013,214700,596
Machesney Park,Illinois,Machesney Park|Illinois,IL,Winnebago,4445,101,435,566,140,1085,88,617,91,65,209,894,154,5.311,0.137,42.363398,-89.020671,-0.40%,10845,444,581,239,11,83,240,5794,5796,16,38.4,440,,Metro,166774,193,-0.22%,4389,121800,730
Macomb,Illinois,Macomb|Illinois,IL,Mcdonough,4604,328,872,416,8,86,1357,17,32,5,77,218,1188,85.4205,0.2475,40.419525,-90.623864,0.00%,9811,924,367,356,9,83,125,5560,5483,20,24.3,354,0.5,Micro,164722,150,1.66%,4328,99800,709
Mahomet,Illinois,Mahomet|Illinois,IL,Champaign,2612,100,291,39,983,253,13,302,86,79,214,202,50,24.2095,0.1955,40.221853,-88.413599,1.85%,6390,95,131,125,2,38,53,3258,3345,5,37.5,51,,Metro,164752,19.5,0.82%,2444,170300,725
Malta,Illinois,Malta|Illinois,IL,Dekalb,347,10,1,44,6,24,1,8,5,4,18,208,18,26.752,0.034,41.913649,-88.884902,-5.44%,863,8,63,7,0,7,26,457,441,0,35,1,,Metro,164770,0.5,0.51%,329,164300,850
Manhattan,Illinois,Manhattan|Illinois,IL,Will,1741,2,2,30,378,254,0,344,22,94,261,316,38,34.1635,0,41.388401,-87.961156,1.14%,4787,62,293,49,7,39,89,2510,2452,4,33.7,52,,Metro,164782,21.5,-5.41%,1661,265100,536
Maple Park,Illinois,Maple Park|Illinois,IL,Kane,828,6,1,31,179,84,0,87,71,24,92,231,22,40.766,0.053,41.915299,-88.570236,1.87%,1962,23,101,14,1,26,41,1046,985,1,42.3,2,,Metro,164818,0.5,-2.61%,749,247200,720
Marengo,Illinois,Marengo|Illinois,IL,Mchenry,2392,41,116,88,215,211,7,112,248,149,189,734,282,47.2215,0.0585,42.247865,-88.611884,-0.48%,5808,62,776,49,1,46,401,3139,3128,6,39.6,83,,Metro,164842,35,-1.10%,2273,250400,942
Marine,Illinois,Marine|Illinois,IL,Madison,334,12,8,29,42,37,0,19,9,4,27,138,9,12.0955,0.0975,38.786202,-89.794306,-1.87%,847,6,12,2,1,5,6,437,422,0,40.2,17,,Metro,164854,8.5,-1.09%,335,173000,433
Maroa,Illinois,Maroa|Illinois,IL,Macon,421,38,26,161,3,83,1,19,21,5,8,44,12,41.232,0,40.008256,-88.954059,0.00%,1141,12,28,10,0,13,12,585,584,2,38.8,16,,Metro,164878,6.5,-1.96%,444,90500,670
Marseilles,Illinois,Marseilles|Illinois,IL,La Salle,1704,70,152,219,72,185,24,202,64,18,118,449,131,45.4435,1.965,41.35486,-88.707421,-0.51%,4026,18,181,26,1,25,60,2040,2077,4,41.1,116,,Micro,164884,52,-2.90%,1602,145400,509
Martinsville,Illinois,Martinsville|Illinois,IL,Clark,512,28,159,97,9,117,0,29,24,7,4,26,12,70.479,0.236,39.329173,-87.861873,-0.12%,1199,7,6,7,2,9,1,593,618,4,44.3,19,,,164896,5,2.25%,522,72200,612
Maryville,Illinois,Maryville|Illinois,IL,Madison,1660,33,12,58,253,35,6,298,80,78,380,297,130,3.2105,0.0455,38.725739,-89.965984,1.91%,3586,172,94,85,2,26,28,1864,1966,3,39.8,83,,Metro,164908,38,2.82%,1529,206800,433
Mascoutah,Illinois,Mascoutah|Illinois,IL,Saint Clair,1871,38,33,46,83,368,10,115,176,37,296,479,190,36.744,0.45,38.45486,-89.77519,0.24%,4284,256,122,89,19,43,40,2277,2323,1,37.2,43,,Metro,164914,20,0.05%,1738,156400,529
Matteson,Illinois,Matteson|Illinois,IL,Cook,4101,253,321,148,267,287,6,189,407,122,1034,824,243,5.781,0.026,41.499419,-87.744087,2.05%,2545,7851,470,132,14,84,210,4858,5715,9,39.5,960,,Metro,164944,452,3.10%,3887,187200,596
Mattoon,Illinois,Mattoon|Illinois,IL,Coles,5100,236,2185,205,107,1124,153,105,187,80,54,90,574,62.333,0.18,39.476314,-88.359457,-0.14%,10813,333,188,85,6,80,66,5392,5813,27,39.7,377,,Micro,164950,154.5,-2.11%,4860,87500,686
Maywood,Illinois,Maywood|Illinois,IL,Cook,3867,555,317,401,26,738,191,295,100,25,121,417,681,1.4985,0,41.881479,-87.843899,0.03%,1669,9117,2500,76,4,102,1328,5723,6331,54,33.4,893,3.5,Metro,164968,340,-2.19%,3707,174000,596
Mchenry,Illinois,Mchenry|Illinois,IL,Mchenry,11222,288,297,706,2320,1313,97,1038,1322,1024,1005,1200,612,29.982,1.232,42.356362,-88.27226,0.01%,14578,166,1896,274,16,116,901,7749,8061,6,37.9,356,,Metro,164680,166,-0.71%,5910,215400,942
Melrose Park,Illinois,Melrose Park|Illinois,IL,Cook,7829,135,421,296,100,1870,729,272,140,81,423,2591,771,4.5935,0,41.904093,-87.86386,0.63%,7578,828,8836,262,11,107,4344,6372,6344,8,30.9,413,,Metro,165010,193,1.28%,3984,244100,596
Mendota,Illinois,Mendota|Illinois,IL,La Salle,1850,37,97,342,34,638,7,170,73,46,40,229,137,52.509,0.071,41.55605,-89.073831,-1.69%,4189,50,1000,38,2,29,383,2227,2381,3,40,121,,Micro,165034,55.5,-3.62%,1766,127200,509
Metropolis,Illinois,Metropolis|Illinois,IL,Massac,2634,274,546,335,24,801,38,57,70,13,65,248,163,58.157,0.978,37.235706,-88.715482,-0.97%,5394,408,113,31,2,59,46,2749,3053,13,42.6,310,,Micro,165076,135,-0.97%,2422,83900,339
Midlothian,Illinois,Midlothian|Illinois,IL,Cook,5348,42,225,714,104,903,104,428,163,65,640,1133,827,3.458,0.0315,41.636087,-87.737374,-0.16%,10686,1296,1984,230,10,92,1049,6343,6686,3,39,346,,Metro,165100,158.5,2.14%,5133,177600,596
Milan,Illinois,Milan|Illinois,IL,Rock Island,2389,126,388,136,47,694,23,238,217,47,120,159,194,35.884,1.688,41.399046,-90.596641,0.87%,5036,222,185,31,6,50,46,2591,2684,5,44.2,149,,Metro,165106,70,2.15%,2296,116400,563
Milledgeville,Illinois,Milledgeville|Illinois,IL,Carroll,324,12,13,126,7,37,0,15,14,2,24,61,13,26.918,0,41.991701,-89.754466,1.08%,781,4,11,4,0,6,3,397,390,0,42.5,9,,,165130,4,3.09%,334,96400,822
Minooka,Illinois,Minooka|Illinois,IL,Grundy,2691,16,127,42,764,622,4,264,48,138,264,363,39,34.069,0.1665,41.482964,-88.300978,-0.96%,6301,235,797,120,4,35,318,3402,3453,4,32.7,125,,Metro,165190,59,-1.30%,2259,220100,522
Mokena,Illinois,Mokena|Illinois,IL,Will,4222,55,25,165,452,366,4,465,103,982,823,581,201,9.0765,0.007,41.53279,-87.889373,1.26%,11694,178,603,268,7,61,157,6069,6143,3,39.4,210,,Metro,165220,101,1.43%,4124,306500,536
Moline,Illinois,Moline|Illinois,IL,Rock Island,10234,992,1139,2298,154,789,408,975,273,570,527,538,1571,9.48,0.712,41.483067,-90.484822,-0.40%,19343,1430,3435,617,20,286,1605,10933,11617,65,39.5,1603,,Metro,165226,723.5,0.15%,9640,112400,563
Monmouth,Illinois,Monmouth|Illinois,IL,Warren,2332,371,543,269,22,394,44,116,110,31,15,184,233,78.217,0.098,40.910976,-90.652246,-0.91%,5222,203,708,44,7,43,423,2823,2999,13,36,229,,,165250,98.5,1.18%,2194,83600,771
Montgomery,Illinois,Montgomery|Illinois,IL,Kendall,4696,18,179,247,1214,693,19,476,124,30,1094,534,68,5.045,0.0515,41.717114,-88.357412,2.68%,10763,1104,3361,425,14,121,1316,6541,6769,6,32.1,281,0.5,Metro,165262,127,0.69%,4421,190100,584
Morris,Illinois,Morris|Illinois,IL,Grundy,4165,257,313,360,438,625,99,428,240,147,336,569,353,78.6735,4.413,41.36735,-88.424746,-0.87%,9686,122,835,84,5,51,348,5023,5144,8,39.9,345,,Metro,165292,162,0.01%,3997,210400,522
Morrison,Illinois,Morrison|Illinois,IL,Whiteside,1543,77,173,517,41,320,10,30,125,30,66,125,29,75.8445,0.1125,41.82997,-89.968059,-3.34%,3585,32,89,13,3,23,34,1813,1840,2,44.3,45,,Micro,165298,19.5,-1.87%,1475,111500,670
Morton,Illinois,Morton|Illinois,IL,Tazewell,3768,60,312,605,248,322,22,307,237,120,709,568,258,20.4495,0.0275,40.607227,-89.424421,-0.18%,8622,89,142,138,5,36,58,4276,4585,4,41.7,172,,Metro,165310,82.5,-3.09%,3592,172800,533
Morton Grove,Illinois,Morton Grove|Illinois,IL,Cook,4458,25,3,351,162,171,3,1399,1341,292,166,495,50,2.5125,0,42.038694,-87.793083,0.28%,7931,193,752,3465,17,53,295,5554,6077,9,45.8,328,0.5,Metro,165316,151.5,0.27%,4313,347800,596
Mount Carmel,Illinois,Mount Carmel|Illinois,IL,Wabash,2348,437,462,174,25,703,12,75,48,72,41,259,40,74.779,1.748,38.411082,-87.861182,-1.35%,4974,58,73,43,6,32,36,2474,2618,10,42.4,173,,,165346,76.5,-0.07%,2162,78500,390
Mount Carroll,Illinois,Mount Carroll|Illinois,IL,Carroll,617,71,159,114,3,80,3,21,65,6,16,10,69,55.1985,0.007,42.116581,-89.978664,-5.97%,1408,11,29,11,1,6,3,702,725,0,48,18,,,165352,9,-2.32%,608,114500,822
Mount Olive,Illinois,Mount Olive|Illinois,IL,Macoupin,763,117,186,220,4,86,10,34,19,15,8,43,21,15.9085,0.1375,39.087231,-89.750605,-2.44%,1641,8,14,2,1,11,2,811,846,1,43,6,,Metro,165376,2,-2.54%,696,78000,627
Mount Prospect,Illinois,Mount Prospect|Illinois,IL,Cook,11045,269,419,237,843,1111,262,2192,2266,1538,498,962,448,5.3765,0,42.062685,-87.925548,0.01%,21707,769,4272,3493,33,183,2014,13627,13983,10,39.5,606,,Metro,165382,291,0.26%,10459,326300,596
Mount Pulaski,Illinois,Mount Pulaski|Illinois,IL,Logan,503,23,28,180,7,118,1,38,36,3,7,48,14,44.376,0.0125,39.981236,-89.283878,-1.59%,1112,3,11,7,1,5,8,539,590,0,44.3,9,,Micro,165388,4.5,-0.13%,471,108700,590
Mount Vernon,Illinois,Mount Vernon|Illinois,IL,Jefferson,5353,407,2080,554,54,538,591,178,277,61,57,355,201,72.579,0.321,38.319573,-88.904538,-0.24%,10648,1329,232,134,13,89,92,5793,6262,76,41.1,1140,,Micro,165400,474,-0.04%,5159,90000,472
Moweaqua,Illinois,Moweaqua|Illinois,IL,Christian,621,12,106,214,19,60,5,23,47,13,7,80,35,44.34,0.01,39.610418,-88.974237,0.83%,1420,8,13,3,1,12,5,696,739,1,42.3,5,,Micro,165412,1.5,1.87%,575,101800,634
Mundelein,Illinois,Mundelein|Illinois,IL,Lake,6699,36,51,279,1850,1247,17,327,217,890,483,501,801,11.7805,0.6615,42.262812,-88.047407,1.23%,14119,368,5371,1646,22,196,2734,9451,9144,6,35.9,274,0.5,Metro,165448,128,2.62%,6274,261500,587
Naperville,Illinois,Naperville|Illinois,IL,Dupage,30047,519,17,114,6788,556,2,2556,1449,2282,11516,2670,1578,28.4495,0.4785,41.768946,-88.135081,0.22%,17933,876,1074,2603,23,94,384,10478,10977,42,39.2,1747,0.5,Metro,165484,817,0.48%,7711,403700,746
New Athens,Illinois,New Athens|Illinois,IL,Saint Clair,703,33,70,123,22,92,4,123,22,15,49,104,46,32.7425,2.033,38.302002,-89.925965,-6.34%,1648,8,24,4,2,15,9,812,858,0,41.2,22,,Metro,165550,11,1.30%,662,111200,529
New Berlin,Illinois,New Berlin|Illinois,IL,Sangamon,690,12,4,12,39,95,0,50,25,10,142,284,17,42.092,0.0005,39.744721,-89.866206,-5.69%,1477,13,18,15,1,6,4,751,748,0,40.8,1,,Metro,165568,0,-3.31%,592,142500,612
New Lenox,Illinois,New Lenox|Illinois,IL,Will,5945,14,3,55,2573,319,0,690,340,250,1079,578,44,12.758,0.037,41.507824,-87.96519,0.31%,16609,149,922,181,6,86,206,8465,8567,8,37.6,329,0.5,Metro,165610,152.5,-0.76%,5614,288100,536
Newton,Illinois,Newton|Illinois,IL,Jasper,1248,224,114,438,7,262,13,23,25,14,30,87,11,102,1.7095,38.967312,-88.199905,7.09%,2898,11,26,10,2,10,7,1416,1502,2,42.5,58,,,165652,27,3.56%,1197,82700,535
Niles,Illinois,Niles|Illinois,IL,Cook,6235,267,83,1149,38,863,30,929,1106,173,289,884,424,3.182,0,42.029554,-87.811172,-0.05%,11632,252,1300,2713,15,52,628,7071,7895,7,48.2,727,,Metro,161542,350,0.48%,5977,312600,596
Nokomis,Illinois,Nokomis|Illinois,IL,Montgomery,781,75,325,153,12,59,10,29,22,4,15,51,26,55.288,0.01,39.294016,-89.306736,-5.96%,1713,9,19,4,0,8,10,861,869,3,42.3,41,,,165688,17,-6.63%,715,71300,583
Normal,Illinois,Normal|Illinois,IL,Mclean,9553,108,1251,348,657,1621,1154,668,153,161,682,1028,1722,21.284,0.031,40.535104,-88.934452,0.88%,23067,2464,1069,1025,26,138,379,12463,13977,31,23.6,1160,,Metro,165700,529,3.58%,9075,158300,829
North Aurora,Illinois,North Aurora|Illinois,IL,Kane,3089,72,90,90,874,355,9,53,126,133,890,249,148,4.713,0.1175,41.805177,-88.35085,2.14%,7184,509,1269,515,7,60,534,4159,4391,4,36.6,244,,Metro,165724,110.5,-1.73%,2990,264500,720
Northbrook,Illinois,Northbrook|Illinois,IL,Cook,8168,33,5,73,473,146,0,639,705,4224,812,741,317,9.2655,0.0595,42.119974,-87.840922,0.35%,16959,226,611,2842,16,34,174,9553,10415,1,48,363,,Metro,165730,178,0.47%,7774,523200,596
Oak Brook,Illinois,Oak Brook|Illinois,IL,Dupage,2158,25,1,23,17,24,0,181,449,1072,322,34,10,4.461,0.1695,41.836421,-87.952011,1.08%,3763,113,215,1104,5,12,50,2270,2675,2,57,427,,Metro,163654,210.5,1.04%,2155,705600,746
Oak Forest,Illinois,Oak Forest|Illinois,IL,Cook,5297,27,59,311,306,637,35,805,97,283,394,1553,790,4.652,0.0315,41.605369,-87.754508,0.44%,11942,721,1879,640,15,87,924,6901,7084,9,37.7,362,,Metro,165760,168,6.97%,5102,219800,596
Oak Lawn,Illinois,Oak Lawn|Illinois,IL,Cook,11841,477,344,732,380,3111,201,965,2216,243,616,2209,347,4.2285,0,41.708906,-87.75952,0.27%,24690,1582,4069,816,28,154,1704,13537,14891,21,41.2,1101,1.5,Metro,165778,505.5,-0.82%,11214,225800,596
Oak Park,Illinois,Oak Park|Illinois,IL,Cook,11850,150,80,746,1140,639,52,456,780,1064,3208,2311,1224,2.3505,0,41.888644,-87.798224,0.14%,812,303,93,151,2,10,33,567,703,11,38.7,1667,,Metro,165790,782,-0.56%,753,192400,596
Oakwood,Illinois,Oakwood|Illinois,IL,Vermilion,706,51,109,231,13,165,1,39,26,9,21,16,25,14.3945,0.3,40.133981,-87.76146,-2.22%,1542,15,26,6,3,7,8,766,797,2,42.5,24,,Metro,165796,10.5,-0.20%,642,102700,597
Oblong,Illinois,Oblong|Illinois,IL,Crawford,664,115,177,156,18,62,2,11,19,9,8,68,19,61.143,0.0085,39.013,-87.907195,3.39%,1562,13,16,9,0,8,7,768,820,3,43,32,,,165802,13.5,6.58%,627,69100,546
Okawville,Illinois,Okawville|Illinois,IL,Washington,453,5,18,76,4,49,1,25,39,7,21,193,15,28.99,0.0815,38.431929,-89.506264,8.60%,1029,4,15,1,1,6,1,516,523,3,41,20,,,165856,6.5,0.77%,431,119000,503
Olney,Illinois,Olney|Illinois,IL,Richland,2707,167,948,357,32,519,95,113,111,16,64,58,227,76.1055,0.886,38.705768,-88.090602,-0.40%,5981,57,82,69,5,26,38,2952,3157,13,42.3,313,,,165886,139.5,0.71%,2564,78200,481
Olympia Fields,Illinois,Olympia Fields|Illinois,IL,Cook,1035,9,6,23,136,34,0,190,212,50,209,146,20,1.39,0.002,41.517042,-87.689034,3.63%,624,1735,64,65,0,12,36,1127,1291,1,49.9,126,,Metro,165892,59.5,-0.77%,930,274900,596
Oregon,Illinois,Oregon|Illinois,IL,Ogle,1549,186,102,339,68,105,41,67,248,12,133,178,70,52.416,0.9615,42.001454,-89.359235,-2.21%,3409,33,120,26,1,18,49,1741,1764,5,46.6,81,,Micro,165964,35,-5.14%,1491,159300,699
Orion,Illinois,Orion|Illinois,IL,Henry,688,5,3,59,17,29,0,109,183,32,29,195,27,23.3295,0,41.356247,-90.411055,-0.66%,1639,6,38,10,0,11,9,820,838,0,40.5,7,,Metro,165976,3.5,3.20%,646,143300,814
Orland Park,Illinois,Orland Park|Illinois,IL,Cook,13041,200,145,362,1688,493,110,2127,1900,2070,938,2664,344,15.1185,0.3895,41.616364,-87.836574,1.08%,17818,329,1410,964,15,71,458,9251,10111,8,45.2,1315,0.5,Metro,165982,646.5,0.96%,7557,287300,596
Oswego,Illinois,Oswego|Illinois,IL,Kendall,6627,11,18,64,1684,821,8,671,80,315,1520,1125,310,21.332,0.208,41.664269,-88.334318,2.24%,15891,1008,2255,720,10,101,774,8925,9154,6,34.6,524,,Metro,166000,249,1.51%,6014,260500,584
Ottawa,Illinois,Ottawa|Illinois,IL,La Salle,5254,502,743,539,151,847,233,543,305,131,311,405,544,76.849,2.6595,41.366594,-88.859149,-0.16%,11574,266,806,132,8,93,226,5970,6154,6,41.7,502,,Micro,166006,243.5,-0.02%,4990,138500,509
Palatine,Illinois,Palatine|Illinois,IL,Cook,16040,174,170,730,2133,2067,47,663,988,3189,1580,2703,1596,10.431,0.0935,42.1106,-88.0342,-0.28%,0,0,0,0,0,0,0,0,0,11,0,659,1.5,Metro,166024,311.5,1.09%,0,0,596
Palestine,Illinois,Palestine|Illinois,IL,Crawford,457,94,190,69,7,36,0,6,13,3,5,24,10,31.175,0.497,39.000136,-87.598465,-10.35%,1064,6,10,8,0,8,6,536,542,4,42.7,31,,,166030,11,-5.25%,463,54400,546
Palos Heights,Illinois,Palos Heights|Illinois,IL,Cook,2954,9,2,130,71,107,2,506,880,218,301,666,62,2.689,0.0625,41.655896,-87.789002,0.09%,7005,126,287,177,5,16,88,3392,3944,3,50.8,152,,Metro,166054,73,-1.52%,2799,299700,596
Palos Hills,Illinois,Palos Hills|Illinois,IL,Cook,3893,85,54,660,102,950,1,305,365,84,280,674,333,2.374,0.0015,41.699451,-87.826942,0.21%,7830,506,647,291,6,33,221,4127,4621,10,42.7,133,,Metro,168634,52.5,-3.14%,3623,223200,596
Palos Park,Illinois,Palos Park|Illinois,IL,Cook,2013,37,3,107,83,20,0,898,379,135,238,104,9,3.874,0.1875,41.66944,-87.861791,-2.43%,4586,40,206,155,4,11,62,2249,2562,1,51.7,31,,Metro,166060,15,-3.11%,1912,406300,596
Pana,Illinois,Pana|Illinois,IL,Christian,1599,305,374,193,8,297,103,55,50,14,20,126,54,62.3075,0.2515,39.392872,-89.151803,-1.81%,3770,13,33,26,0,10,13,1851,1953,5,43.3,121,,Micro,166066,55.5,0.76%,1623,75900,634
Paris,Illinois,Paris|Illinois,IL,Edgar,2897,252,1108,538,32,370,65,138,187,15,59,53,80,132.4935,0.2745,39.60559,-87.706418,-1.64%,6384,39,72,19,1,31,30,3110,3344,15,42.9,222,,,166090,94.5,-0.80%,2727,73900,726
Park Forest,Illinois,Park Forest|Illinois,IL,Cook,4699,139,1331,404,176,927,58,353,90,21,124,584,492,3.2045,0.013,41.463245,-87.705704,0.20%,4034,6887,699,127,15,124,313,4964,6094,17,37.5,453,,Metro,166099,191.5,2.13%,4403,106300,596
Park Ridge,Illinois,Park Ridge|Illinois,IL,Cook,7375,17,4,147,1018,386,1,1508,426,1486,1751,471,160,3.547,0.015,42.015791,-87.842834,0.21%,17737,122,888,844,9,50,233,8968,9770,4,44.8,463,,Metro,166102,225.5,1.58%,7057,445600,596
Patoka,Illinois,Patoka|Illinois,IL,Marion,210,43,30,60,9,28,0,8,17,1,3,8,3,33.879,2.4405,38.747093,-89.057763,5.60%,579,1,6,2,1,6,1,291,293,0,43.3,3,,Micro,166114,1.5,1.01%,234,55800,544
Pawnee,Illinois,Pawnee|Illinois,IL,Sangamon,746,14,35,109,28,112,1,118,45,5,66,200,13,46.183,1.6125,39.58644,-89.534908,-1.91%,1782,20,21,6,1,31,2,889,906,1,38.1,13,,Metro,166126,5.5,-6.11%,704,109000,612
Paxton,Illinois,Paxton|Illinois,IL,Ford,1140,96,353,161,34,252,16,51,30,18,21,59,49,49.8915,0.085,40.428622,-88.121755,-2.91%,2752,25,67,13,3,16,35,1355,1453,6,41.7,68,,Metro,166138,27.5,2.10%,1100,95700,790
Pekin,Illinois,Pekin|Illinois,IL,Tazewell,9442,448,2151,1596,233,2162,850,363,194,113,220,418,694,34.9655,0.2265,40.547918,-89.61406,-0.19%,21156,475,468,185,23,184,177,10812,11093,26,39.4,801,,Metro,166168,361.5,-0.86%,8788,101500,533
Peoria,Illinois,Peoria|Illinois,IL,Peoria,29434,1991,6367,2501,1189,5946,2847,668,1391,704,2048,1401,2381,51.4195,0.682,40.6937,-89.5887,-0.20%,0,0,0,0,0,0,0,0,0,227,0,5617,3.5,Metro,166180,2429,-0.07%,0,0,468
Peoria Heights,Illinois,Peoria Heights|Illinois,IL,Peoria,1410,43,512,57,43,199,21,46,12,31,97,19,330,1.267,0.0645,40.744422,-89.570884,-0.58%,2795,237,90,43,5,33,39,1484,1575,8,37.9,179,,Metro,166180,78,-4.92%,1417,79100,468
Peotone,Illinois,Peotone|Illinois,IL,Will,1156,15,15,37,167,105,1,144,68,60,219,174,151,36.132,0.034,41.331308,-87.813792,-0.36%,2966,35,175,20,0,15,58,1538,1521,1,40,34,,Metro,166186,15,-6.62%,1130,231800,536
Peru,Illinois,Peru|Illinois,IL,La Salle,2533,214,699,146,95,425,52,150,244,55,153,109,191,21.175,0.1735,41.338082,-89.144038,-0.71%,5175,72,326,111,2,32,125,2605,2831,2,44.6,216,,Micro,166210,105,0.43%,2356,122300,509
Pierron,Illinois,Pierron|Illinois,IL,Bond,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.672,0,38.779754,-89.596848,22.09%,212,0,5,1,1,2,1,109,104,0,34.6,0,,Metro,166246,0,33.01%,84,47800,635
Pinckneyville,Illinois,Pinckneyville|Illinois,IL,Perry,1410,247,390,211,21,198,13,15,30,20,49,169,47,69.7915,0.7035,38.083018,-89.39959,-1.09%,3286,736,219,27,3,21,171,2662,1544,2,37.8,18,,,166258,7.5,0.29%,1286,81100,439
Plainfield,Illinois,Plainfield|Illinois,IL,Will,15665,53,53,625,6929,606,0,1210,613,506,4162,856,52,28.4435,0.9525,41.6161,-88.219788,1.75%,10885,918,1853,713,18,76,664,6262,6718,8,37.1,353,,Metro,166294,161,0.59%,4632,230000,536
Plano,Illinois,Plano|Illinois,IL,Kendall,2345,28,200,126,200,222,34,258,81,66,571,474,85,18.925,0.168,41.663977,-88.525039,0.76%,5182,477,1789,125,7,51,826,3219,3251,1,31,115,,Metro,166312,56.5,-0.82%,2156,186300,584
Pleasant Plains,Illinois,Pleasant Plains|Illinois,IL,Sangamon,531,11,1,10,48,38,0,179,34,7,20,177,6,45.995,0.0255,39.83784,-89.868494,-5.32%,1261,12,10,9,1,7,6,646,636,0,43.6,1,,Metro,166336,0.5,-3.93%,498,150200,612
Polo,Illinois,Polo|Illinois,IL,Ogle,819,51,68,229,6,133,9,42,90,17,7,105,62,52.8165,0,41.989591,-89.578114,-3.85%,1911,18,41,12,0,9,9,931,1004,1,43.3,34,,Micro,166354,14.5,-0.91%,791,99100,699
